pH,EC,Total Hardness,Ca,Mg,Cl,SO4,NO3,F,Potable,WQI,WQI_Category
7.4,823.0,355.0,40.0,62.0,64.0,56.0,42.0,0.53,0,103.17843137254901,Poor
7.09,754.0,330.0,24.0,66.0,28.0,27.0,44.0,0.9,0,102.17700314693778,Poor
7.57,904.0,215.0,34.0,32.0,64.0,61.0,44.0,2.15,0,106.55703219559429,Poor
7.27,1047.0,350.0,34.0,64.0,64.0,81.0,90.0,0.61,0,129.83674655047204,Poor
7.47,989.0,285.0,18.0,58.0,46.0,40.0,27.0,0.6,0,92.27400145243283,Good
7.08,1269.0,470.0,40.0,90.0,110.0,77.0,51.0,0.52,0,136.3921568627451,Poor
7.55,713.0,305.0,32.0,55.0,39.0,47.0,77.0,0.61,0,108.35441781650933,Poor
7.2,824.0,310.0,40.0,51.0,43.0,24.0,80.0,0.82,0,113.8654563059792,Poor
7.44,706.0,295.0,38.0,49.0,28.0,52.0,32.0,0.95,0,91.73510045993706,Good
7.48,877.0,290.0,34.0,50.0,60.0,50.0,37.0,0.86,0,97.31275720164606,Good
7.47,934.0,285.0,38.0,46.0,74.0,72.0,21.0,1.29,0,97.49869281045751,Good
7.56,823.0,300.0,72.0,29.0,96.0,73.0,15.0,0.78,0,86.33391430646333,Good
7.45,2043.0,770.0,244.0,39.0,447.0,90.0,188.0,0.76,0,253.6339385136771,Very Poor
7.73,1315.0,320.0,44.0,51.0,138.0,53.0,51.0,0.6,0,116.83761801016702,Poor
7.6,1392.0,510.0,108.0,58.0,170.0,73.0,42.0,0.54,0,138.49963689179373,Poor
7.56,1501.0,500.0,46.0,94.0,188.0,78.0,129.0,0.43,0,179.91169208424108,Poor
7.86,1452.0,500.0,70.0,79.0,191.0,96.0,65.0,0.87,0,156.81345921084483,Poor
7.42,1527.0,540.0,82.0,81.0,209.0,103.0,98.0,0.65,0,174.679399661099,Poor
7.51,885.0,300.0,68.0,32.0,89.0,26.0,6.0,0.57,0,80.0952795933188,Good
7.97,973.0,125.0,20.0,18.0,174.0,44.0,6.0,0.9,1,67.90973129992737,Good
7.8,784.0,260.0,32.0,44.0,57.0,25.0,41.0,0.57,0,88.16117162914549,Good
8.2,1110.0,150.0,22.0,23.0,113.0,33.0,20.0,1.25,1,82.8974098281288,Good
7.73,2162.0,775.0,146.0,100.0,323.0,90.0,139.0,0.44,0,237.37877027354153,Very Poor
7.97,744.0,260.0,50.0,33.0,71.0,39.0,3.0,0.49,0,70.22207697893971,Good
7.98,1512.0,630.0,80.0,104.0,138.0,80.0,101.0,0.37,0,182.84149116436697,Poor
7.9,895.0,330.0,64.0,41.0,110.0,69.0,59.0,0.67,0,110.34955216654564,Poor
7.87,1047.0,265.0,30.0,46.0,195.0,71.0,4.0,0.49,0,85.01682401355603,Good
7.66,1983.0,465.0,126.0,36.0,369.0,82.0,18.0,0.87,0,145.59019607843138,Poor
7.49,1287.0,520.0,120.0,53.0,142.0,71.0,44.0,0.57,0,136.5823771483902,Poor
8.21,1520.0,335.0,38.0,58.0,241.0,109.0,76.0,0.74,0,141.9970709271363,Poor
7.66,1168.0,305.0,78.0,27.0,124.0,53.0,36.0,0.6,0,101.87414669571532,Poor
7.54,1377.0,410.0,120.0,27.0,160.0,78.0,43.0,0.75,0,125.71072379569112,Poor
7.09,809.0,250.0,44.0,34.0,106.0,52.0,5.0,0.63,0,74.05601549261681,Good
7.35,908.0,335.0,92.0,26.0,113.0,46.0,39.0,0.69,0,100.31510530137982,Poor
7.31,2151.0,575.0,68.0,98.0,337.0,153.0,4.0,0.62,0,162.7485596707819,Poor
7.24,983.0,325.0,78.0,32.0,135.0,65.0,9.0,0.56,0,89.0686274509804,Good
7.66,699.0,275.0,32.0,47.0,74.0,60.0,9.0,0.5,0,75.6519244734931,Good
7.21,3593.0,960.0,194.0,115.0,613.0,209.0,175.0,0.44,0,323.0182038247397,Unsuitable
7.62,1593.0,580.0,86.0,89.0,234.0,93.0,96.0,0.73,0,182.79607843137254,Poor
7.47,1620.0,405.0,120.0,26.0,369.0,156.0,16.0,0.88,0,130.57688211086904,Poor
7.86,1268.0,480.0,106.0,52.0,167.0,82.0,32.0,0.67,0,129.21345921084483,Poor
7.57,2489.0,910.0,216.0,90.0,436.0,104.0,248.0,0.55,0,309.56073589929804,Unsuitable
7.71,1395.0,325.0,78.0,32.0,131.0,59.0,71.0,0.5,0,124.08397482449772,Poor
7.67,868.0,370.0,104.0,27.0,78.0,66.0,45.0,0.71,0,106.11866376180102,Poor
7.45,1269.0,350.0,98.0,26.0,103.0,72.0,61.0,0.69,0,120.75821834906803,Poor
7.65,2527.0,690.0,82.0,118.0,365.0,109.0,239.0,0.68,0,284.8477366255144,Very Poor
7.6,991.0,325.0,98.0,19.0,78.0,73.0,40.0,0.67,0,100.45066569837812,Poor
7.61,1183.0,465.0,120.0,40.0,124.0,81.0,38.0,0.54,0,123.24621157104818,Poor
7.6,804.0,345.0,60.0,47.0,71.0,51.0,78.0,0.85,0,118.5230936819172,Poor
7.48,919.0,345.0,58.0,49.0,60.0,34.0,8.0,1.12,0,95.27366255144034,Good
8.13,694.0,225.0,38.0,32.0,39.0,37.0,30.0,0.64,0,76.97509077705156,Good
7.98,580.0,220.0,28.0,36.0,25.0,11.0,8.0,0.39,0,60.23408375695958,Good
7.49,1657.0,530.0,66.0,89.0,167.0,68.0,118.0,0.59,0,182.9362866134108,Poor
7.62,1620.0,605.0,78.0,100.0,188.0,56.0,92.0,0.47,0,180.15122246429436,Poor
7.84,1211.0,325.0,52.0,47.0,117.0,49.0,73.0,0.44,0,120.65487775357055,Poor
7.47,1388.0,530.0,82.0,79.0,177.0,50.0,108.0,0.28,0,166.6307915758896,Poor
7.72,810.0,330.0,68.0,39.0,32.0,25.0,44.0,0.59,0,96.84454127329943,Good
7.86,921.0,295.0,32.0,52.0,71.0,19.0,22.0,0.44,0,87.27230694747034,Good
7.69,1080.0,475.0,100.0,55.0,99.0,44.0,90.0,0.27,0,139.8755991285403,Poor
7.87,949.0,375.0,48.0,62.0,117.0,30.0,84.0,0.32,0,124.29419026870008,Poor
7.66,1060.0,400.0,68.0,56.0,99.0,30.0,43.0,0.3,0,111.32887920600339,Poor
7.61,800.0,315.0,78.0,29.0,35.0,12.0,29.0,0.58,0,86.75732268215928,Good
7.87,681.0,185.0,36.0,23.0,43.0,14.0,14.0,0.47,1,61.159210844831755,Good
7.19,1514.0,555.0,172.0,30.0,184.0,94.0,73.0,0.55,0,156.83904623577823,Poor
7.64,744.0,265.0,46.0,36.0,50.0,41.0,39.0,1.13,0,92.8986928104575,Good
7.47,1076.0,375.0,58.0,56.0,85.0,77.0,95.0,0.75,0,136.96865165819415,Poor
7.49,931.0,290.0,46.0,43.0,50.0,91.0,57.0,0.95,0,108.40377632534494,Poor
7.51,1002.0,365.0,72.0,45.0,85.0,56.0,11.0,0.66,0,96.16400387315421,Good
7.63,955.0,380.0,66.0,52.0,53.0,67.0,88.0,0.73,0,129.65582183490682,Poor
7.7,1242.0,325.0,46.0,51.0,135.0,65.0,19.0,0.95,0,107.09089808763011,Poor
7.43,1446.0,540.0,144.0,44.0,142.0,160.0,60.0,0.55,0,151.4230936819172,Poor
7.53,859.0,330.0,26.0,64.0,78.0,46.0,46.0,0.52,0,103.02546598886468,Poor
7.92,1501.0,305.0,52.0,43.0,195.0,96.0,87.0,1.08,0,143.00689905591867,Poor
7.46,1349.0,380.0,60.0,56.0,160.0,66.0,63.0,0.67,0,131.93318809005083,Poor
7.41,1053.0,360.0,62.0,50.0,113.0,57.0,80.0,0.57,0,125.57932703945777,Poor
7.31,1875.0,610.0,78.0,101.0,294.0,98.0,154.0,0.52,0,217.65349794238682,Very Poor
7.7,533.0,250.0,46.0,33.0,28.0,20.0,16.0,0.65,0,68.9760832728153,Good
7.87,823.0,305.0,38.0,51.0,46.0,51.0,82.0,0.84,0,116.00941660614862,Poor
7.82,1236.0,475.0,66.0,75.0,121.0,74.0,102.0,0.59,0,156.86296296296297,Poor
7.61,610.0,295.0,66.0,32.0,67.0,40.0,4.0,0.54,0,71.4914790607601,Good
7.68,811.0,315.0,64.0,38.0,53.0,70.0,24.0,0.54,0,88.47923021060276,Good
7.82,967.0,240.0,54.0,26.0,89.0,50.0,23.0,0.56,0,82.52181069958846,Good
7.88,622.0,210.0,44.0,24.0,64.0,43.0,34.0,1.43,0,84.43418058581457,Good
7.7,1029.0,345.0,76.0,38.0,89.0,66.0,65.0,0.68,0,116.84316146211569,Poor
7.19,4338.0,1365.0,255.0,177.0,503.0,561.0,505.0,0.51,0,542.3402808036795,Unsuitable
7.32,686.0,275.0,50.0,36.0,39.0,46.0,15.0,0.61,0,75.89883805374002,Good
7.64,1183.0,430.0,96.0,46.0,160.0,89.0,81.0,0.34,0,136.58387799564272,Poor
7.9,749.0,265.0,46.0,36.0,67.0,24.0,7.0,0.75,0,75.26272089082546,Good
7.87,673.0,335.0,42.0,56.0,25.0,23.0,29.0,0.71,0,91.34192689421447,Good
7.66,1906.0,580.0,82.0,91.0,252.0,190.0,129.0,0.68,0,207.79636891793757,Very Poor
7.58,930.0,355.0,64.0,47.0,50.0,61.0,139.0,0.65,0,145.14681675139192,Poor
7.57,721.0,275.0,40.0,43.0,67.0,39.0,28.0,0.48,0,82.40723795691116,Good
7.57,779.0,275.0,78.0,19.0,57.0,39.0,14.0,0.06,0,69.33727910917453,Good
7.42,1838.0,670.0,102.0,101.0,145.0,93.0,335.0,0.56,0,294.1040910191237,Very Poor
7.9,1038.0,340.0,72.0,39.0,96.0,51.0,24.0,0.75,0,100.3832970225127,Poor
7.44,1087.0,360.0,78.0,40.0,60.0,53.0,132.0,0.8,0,147.63180827886708,Poor
7.59,744.0,290.0,62.0,33.0,50.0,44.0,3.0,0.69,0,75.3674655047204,Good
7.26,970.0,360.0,44.0,61.0,50.0,41.0,97.0,0.61,0,129.83708545146453,Poor
7.47,1680.0,525.0,50.0,97.0,50.0,293.0,90.0,0.68,0,178.25671750181556,Poor
8.01,851.0,380.0,50.0,62.0,35.0,62.0,97.0,0.69,0,131.24376664245946,Poor
7.4,1095.0,425.0,78.0,56.0,92.0,71.0,93.0,0.64,0,140.92164124909223,Poor
7.51,1710.0,420.0,90.0,47.0,135.0,62.0,71.0,0.86,0,148.97264584846283,Poor
7.52,2908.0,555.0,64.0,96.0,372.0,180.0,163.0,0.55,0,245.78341805858147,Very Poor
7.52,1036.0,400.0,84.0,46.0,82.0,61.0,154.0,1.1,0,165.480948922779,Poor
6.51,379.0,90.0,20.0,10.0,39.0,15.0,5.0,0.28,1,33.92340837569596,Excellent
7.7,691.0,255.0,52.0,30.0,50.0,32.0,5.0,0.37,0,66.04563059791818,Good
7.3,600.0,215.0,16.0,43.0,74.0,5.0,25.0,0.22,0,66.79910433309126,Good
7.58,429.0,185.0,42.0,19.0,32.0,19.0,8.0,0.31,1,49.50648753328492,Excellent
7.81,696.0,290.0,28.0,53.0,39.0,20.0,5.0,0.44,0,73.26618252239167,Good
7.36,452.0,175.0,36.0,21.0,18.0,32.0,10.0,0.17,1,48.3402808036795,Excellent
6.03,197.0,65.0,12.0,9.0,21.0,4.0,15.0,0.17,0,27.883297022512707,Excellent
6.85,249.0,95.0,18.0,12.0,35.0,3.0,22.0,0.2,1,37.17731784071653,Excellent
6.6,120.0,60.0,14.0,6.0,11.0,3.0,3.0,0.18,1,20.23805374001452,Excellent
6.58,96.0,50.0,8.0,7.0,11.0,2.0,3.0,0.19,1,18.6403776325345,Excellent
6.31,113.0,45.0,8.0,6.0,11.0,5.0,5.0,0.18,0,18.987388041636407,Excellent
7.1,241.0,95.0,18.0,12.0,25.0,3.0,2.0,0.22,1,28.917816509319778,Excellent
7.69,647.0,250.0,40.0,36.0,32.0,18.0,5.0,0.32,0,63.44802711207941,Good
7.63,1258.0,380.0,52.0,61.0,96.0,55.0,48.0,0.36,0,118.19738562091504,Poor
6.82,309.0,100.0,22.0,11.0,35.0,11.0,18.0,0.23,1,38.15323166303559,Excellent
7.47,93.0,35.0,6.0,5.0,7.0,1.0,4.0,0.18,1,17.6040426046962,Excellent
7.84,101.0,45.0,8.0,6.0,7.0,5.0,1.0,0.19,1,18.38327281529896,Excellent
7.36,295.0,125.0,34.0,10.0,35.0,5.0,1.0,0.19,1,33.362503025901724,Excellent
7.63,1078.0,360.0,44.0,61.0,85.0,38.0,21.0,0.43,0,100.25417574437182,Poor
7.75,722.0,255.0,40.0,38.0,35.0,10.0,14.0,0.45,0,71.47191963205034,Good
7.69,815.0,280.0,10.0,62.0,53.0,39.0,25.0,0.5,0,86.30070200919874,Good
7.56,624.0,230.0,68.0,15.0,46.0,16.0,4.0,0.35,0,58.32568385378842,Good
7.92,708.0,275.0,38.0,44.0,43.0,16.0,4.0,0.45,0,70.65545872670056,Good
7.07,230.0,100.0,24.0,10.0,14.0,18.0,12.0,0.25,1,33.76122004357299,Excellent
7.58,809.0,300.0,46.0,45.0,57.0,30.0,3.0,0.43,0,76.0723311546841,Good
7.73,759.0,255.0,42.0,36.0,82.0,27.0,2.0,0.33,0,67.52609537642216,Good
7.55,603.0,235.0,30.0,39.0,32.0,14.0,10.0,0.42,0,64.17993221980149,Good
7.67,170.0,80.0,12.0,12.0,11.0,4.0,1.0,0.21,1,25.026482691842165,Excellent
6.31,224.0,85.0,20.0,9.0,32.0,11.0,24.0,0.19,0,35.62607116920842,Excellent
7.06,175.0,75.0,14.0,10.0,14.0,5.0,5.0,0.17,1,25.17431614621157,Excellent
6.68,249.0,115.0,24.0,13.0,14.0,5.0,1.0,0.28,1,31.197070927136288,Excellent
7.22,404.0,150.0,28.0,19.0,32.0,22.0,26.0,0.23,1,51.087823771483905,Good
7.54,527.0,225.0,36.0,33.0,21.0,17.0,58.0,0.32,0,78.70948922778987,Good
6.85,148.0,50.0,8.0,7.0,18.0,2.0,11.0,0.15,1,23.165383684337932,Excellent
7.11,237.0,100.0,28.0,7.0,21.0,6.0,6.0,0.26,1,30.867683369644148,Excellent
6.99,698.0,260.0,44.0,36.0,67.0,20.0,28.0,0.19,0,74.21660614863228,Good
7.18,336.0,140.0,32.0,15.0,18.0,2.0,2.0,0.23,1,36.89740982812878,Excellent
7.31,917.0,280.0,42.0,43.0,46.0,23.0,12.0,0.24,0,76.8320987654321,Good
7.74,1109.0,365.0,72.0,45.0,96.0,56.0,24.0,0.31,0,100.36114742193175,Poor
7.55,1956.0,620.0,90.0,96.0,248.0,271.0,52.0,0.38,0,181.68487049140643,Poor
7.4,1250.0,400.0,148.0,7.0,135.0,57.0,45.0,0.33,0,112.75744371822803,Poor
7.3,1566.0,655.0,186.0,46.0,245.0,60.0,44.0,0.42,0,158.78346647300896,Poor
7.37,889.0,310.0,52.0,44.0,85.0,45.0,12.0,0.61,0,86.24981844589689,Good
7.5,853.0,310.0,58.0,40.0,71.0,35.0,40.0,0.46,0,93.76722343258291,Good
7.35,1356.0,490.0,170.0,16.0,163.0,53.0,22.0,0.39,0,118.88094892277898,Poor
6.92,1067.0,380.0,128.0,15.0,106.0,32.0,28.0,0.57,0,100.89140643911887,Poor
7.52,1061.0,370.0,136.0,7.0,121.0,60.0,42.0,0.39,0,103.95337690631807,Poor
7.39,867.0,310.0,90.0,21.0,85.0,44.0,42.0,0.55,0,94.40305010893246,Good
7.42,2208.0,580.0,158.0,45.0,259.0,49.0,46.0,0.36,0,166.14442023723066,Poor
7.51,690.0,265.0,80.0,16.0,67.0,41.0,41.0,0.43,0,81.76647300895667,Good
7.44,1176.0,360.0,104.0,24.0,131.0,46.0,45.0,0.42,0,109.10588235294118,Poor
7.77,531.0,185.0,40.0,21.0,35.0,26.0,8.0,0.49,1,55.205398208666175,Good
7.39,1202.0,410.0,148.0,10.0,128.0,48.0,44.0,0.35,0,112.52486080852093,Poor
7.58,887.0,200.0,50.0,18.0,35.0,34.0,28.0,0.47,1,73.31348341805858,Good
7.44,1590.0,475.0,90.0,61.0,156.0,66.0,45.0,0.44,0,139.0750181554103,Poor
7.79,1002.0,160.0,22.0,26.0,67.0,30.0,13.0,0.82,1,71.87673686758653,Good
7.54,1391.0,495.0,130.0,41.0,138.0,81.0,44.0,0.95,0,139.78520939239894,Poor
7.69,1186.0,220.0,54.0,21.0,67.0,37.0,42.0,0.59,0,91.90893246187363,Good
7.05,1221.0,360.0,124.0,12.0,135.0,49.0,45.0,0.59,0,110.72403776325345,Poor
7.77,1015.0,250.0,46.0,33.0,78.0,36.0,43.0,0.55,0,92.8889373033164,Good
7.54,949.0,275.0,74.0,22.0,85.0,47.0,44.0,0.44,0,92.19014766400386,Good
7.38,2073.0,600.0,80.0,97.0,312.0,33.0,44.0,0.46,0,172.98034374243522,Poor
7.51,584.0,285.0,84.0,18.0,39.0,35.0,39.0,0.44,0,79.84219317356573,Good
7.54,1230.0,380.0,96.0,34.0,160.0,59.0,42.0,0.4,0,114.0152505446623,Poor
7.39,664.0,275.0,54.0,34.0,50.0,27.0,43.0,0.37,0,83.45037521181312,Good
7.22,688.0,260.0,48.0,34.0,35.0,32.0,5.0,0.89,0,72.69523117889132,Good
7.06,1055.0,305.0,48.0,45.0,89.0,28.0,22.0,0.28,0,89.10847252481241,Good
7.64,1033.0,340.0,88.0,29.0,82.0,27.0,5.0,0.19,0,82.66371338658921,Good
7.13,783.0,265.0,56.0,30.0,53.0,17.0,33.0,0.16,0,77.43202614379086,Good
7.18,708.0,235.0,70.0,15.0,60.0,21.0,4.0,0.3,0,60.62539336722343,Good
7.32,699.0,245.0,74.0,15.0,43.0,33.0,13.0,0.24,0,64.57702735415154,Good
7.39,449.0,155.0,38.0,15.0,46.0,18.0,10.0,0.29,1,47.047906076010655,Excellent
7.28,1026.0,255.0,50.0,32.0,135.0,36.0,10.0,0.52,0,80.97179859598161,Good
7.18,475.0,140.0,48.0,5.0,28.0,12.0,9.0,0.26,1,42.91387073347858,Excellent
7.31,494.0,145.0,38.0,12.0,46.0,42.0,12.0,0.4,1,49.492592592592594,Excellent
7.38,482.0,185.0,46.0,17.0,28.0,35.0,4.0,0.35,1,49.81450012103607,Excellent
7.34,323.0,115.0,24.0,13.0,21.0,12.0,3.0,0.38,1,36.1236746550472,Excellent
7.31,654.0,210.0,48.0,22.0,50.0,26.0,8.0,0.37,0,59.748971193415635,Good
7.18,493.0,160.0,38.0,16.0,39.0,38.0,5.0,0.47,1,49.297409828128785,Excellent
7.56,559.0,205.0,48.0,21.0,43.0,20.0,5.0,0.26,0,53.95078673444687,Good
7.65,890.0,240.0,40.0,34.0,57.0,20.0,8.0,0.6,0,73.62304526748972,Good
7.21,264.0,110.0,32.0,7.0,14.0,17.0,4.0,0.17,1,31.035487775357055,Excellent
7.32,455.0,165.0,42.0,15.0,32.0,10.0,11.0,0.24,1,47.366327765674164,Excellent
7.49,1003.0,260.0,36.0,41.0,92.0,38.0,10.0,0.54,0,81.17085451464537,Good
6.86,254.0,105.0,32.0,6.0,14.0,5.0,14.0,0.19,1,33.75311062696684,Excellent
7.33,958.0,225.0,66.0,15.0,110.0,40.0,43.0,0.32,0,84.26228516097797,Good
7.56,1522.0,455.0,32.0,91.0,156.0,92.0,9.0,0.84,0,129.99440813362384,Poor
7.56,575.0,220.0,40.0,29.0,14.0,1.0,1.0,0.76,0,59.92074558218349,Good
7.72,624.0,235.0,54.0,24.0,28.0,16.0,10.0,0.54,0,64.2836359235052,Good
7.49,846.0,280.0,34.0,47.0,50.0,15.0,5.0,0.85,0,80.00459937061244,Good
7.05,992.0,385.0,52.0,62.0,32.0,24.0,6.0,0.61,0,94.53021060275961,Good
7.72,509.0,220.0,50.0,23.0,18.0,15.0,15.0,0.56,0,61.61902687000726,Good
7.26,932.0,385.0,100.0,33.0,35.0,50.0,42.0,0.59,0,105.22185911401596,Poor
7.47,1449.0,400.0,60.0,61.0,92.0,81.0,73.0,0.77,0,141.26453643185667,Poor
7.67,771.0,260.0,68.0,22.0,39.0,32.0,19.0,0.64,0,76.4487049140644,Good
7.51,900.0,375.0,50.0,61.0,32.0,45.0,46.0,1.03,0,113.86112321471799,Poor
7.67,1545.0,495.0,50.0,90.0,142.0,37.0,67.0,0.56,0,153.13635923505205,Poor
7.22,1677.0,560.0,80.0,87.0,238.0,58.0,27.0,0.98,0,155.29440813362382,Poor
7.41,1255.0,405.0,60.0,62.0,99.0,85.0,60.0,0.55,0,129.35998547567175,Poor
7.03,1079.0,395.0,130.0,17.0,53.0,65.0,42.0,0.74,0,110.66586782861293,Poor
7.25,906.0,365.0,110.0,22.0,46.0,61.0,58.0,0.8,0,110.777753570564,Poor
7.26,1130.0,425.0,118.0,32.0,60.0,37.0,46.0,0.42,0,114.4358508835633,Poor
7.15,2209.0,595.0,116.0,74.0,177.0,138.0,73.0,0.47,0,184.621471798596,Poor
7.26,1341.0,475.0,120.0,43.0,106.0,77.0,75.0,0.73,0,145.3996368917938,Poor
7.33,539.0,230.0,44.0,29.0,18.0,11.0,6.0,0.48,0,59.06928104575164,Good
7.17,1412.0,550.0,150.0,43.0,131.0,99.0,73.0,0.58,0,154.56606148632292,Poor
7.32,1106.0,350.0,70.0,43.0,89.0,26.0,5.0,0.82,0,95.20953764221738,Good
7.61,1117.0,385.0,76.0,47.0,53.0,49.0,65.0,0.59,0,121.68571774388768,Poor
7.41,875.0,360.0,50.0,57.0,32.0,35.0,15.0,0.69,0,93.51677559912852,Good
7.37,1716.0,470.0,96.0,56.0,316.0,53.0,77.0,0.61,0,160.41113531832485,Poor
7.62,1290.0,450.0,40.0,85.0,103.0,79.0,39.0,1.31,0,139.09978213507625,Poor
7.22,853.0,280.0,68.0,27.0,32.0,36.0,38.0,0.65,0,88.92732994432339,Good
7.08,964.0,350.0,96.0,27.0,57.0,35.0,36.0,0.57,0,98.47610748002906,Good
7.42,756.0,305.0,90.0,19.0,57.0,36.0,1.0,0.73,0,74.89380295328007,Good
7.26,1288.0,480.0,74.0,72.0,43.0,30.0,43.0,0.73,0,131.51856693294602,Poor
7.11,563.0,265.0,80.0,16.0,39.0,0.0,4.0,0.56,0,62.31253933672234,Good
7.37,1757.0,470.0,84.0,63.0,248.0,60.0,43.0,1.03,0,151.67615589445657,Poor
7.58,746.0,215.0,46.0,24.0,78.0,37.0,9.0,0.72,0,68.94763979665942,Good
7.5,3614.0,345.0,30.0,66.0,610.0,161.0,73.0,0.83,0,208.15117404986688,Very Poor
7.02,2520.0,640.0,176.0,49.0,280.0,175.0,77.0,0.72,0,203.4715565238441,Very Poor
7.2,1035.0,360.0,82.0,38.0,50.0,105.0,15.0,0.63,0,97.37327523602033,Good
7.25,860.0,300.0,64.0,34.0,21.0,23.0,11.0,0.49,0,78.3435971919632,Good
7.3,1081.0,410.0,108.0,34.0,78.0,81.0,24.0,1.02,0,112.20363108206246,Poor
7.19,1058.0,385.0,78.0,46.0,64.0,55.0,36.0,0.55,0,107.90900508351488,Poor
7.37,894.0,260.0,60.0,27.0,32.0,22.0,19.0,1.46,0,89.43664972161704,Good
7.3,873.0,310.0,56.0,41.0,39.0,53.0,33.0,0.9,0,96.43079157588961,Good
7.65,1508.0,480.0,70.0,74.0,78.0,46.0,45.0,0.58,0,138.0395061728395,Poor
7.39,780.0,265.0,70.0,22.0,32.0,21.0,14.0,0.51,0,72.72362624061971,Good
7.27,900.0,400.0,112.0,29.0,46.0,41.0,39.0,0.48,0,102.97007988380538,Poor
7.2,947.0,365.0,38.0,66.0,43.0,37.0,62.0,0.54,0,114.83459210844833,Poor
7.25,1405.0,495.0,102.0,58.0,142.0,98.0,62.0,0.5,0,144.6263132413459,Poor
7.52,982.0,400.0,76.0,51.0,71.0,24.0,33.0,0.53,0,106.28671023965143,Poor
7.3,1580.0,505.0,80.0,74.0,177.0,145.0,45.0,0.62,0,149.4764705882353,Poor
7.17,819.0,240.0,44.0,32.0,25.0,8.0,14.0,0.67,0,73.24425078673445,Good
7.32,877.0,290.0,70.0,28.0,43.0,24.0,40.0,0.82,0,93.6325829097071,Good
7.02,1289.0,350.0,96.0,27.0,92.0,47.0,87.0,0.34,0,126.07814088598404,Poor
7.49,802.0,240.0,44.0,32.0,39.0,23.0,22.0,0.77,0,78.600484144275,Good
7.49,820.0,215.0,34.0,32.0,39.0,8.0,27.0,0.95,0,79.89883805374002,Good
7.35,1779.0,430.0,60.0,68.0,181.0,26.0,1.0,0.74,0,124.16736867586542,Poor
7.09,925.0,360.0,74.0,43.0,50.0,17.0,26.0,0.92,0,100.07576857903653,Poor
7.27,1495.0,430.0,70.0,62.0,106.0,95.0,64.0,0.42,0,138.65320745582187,Poor
7.23,1534.0,545.0,50.0,102.0,96.0,71.0,137.0,0.99,0,193.7150568869523,Poor
7.7,298.0,100.0,22.0,11.0,14.0,12.0,1.0,0.59,1,35.511885741951104,Excellent
7.48,917.0,310.0,56.0,41.0,64.0,33.0,20.0,0.88,0,92.07736625514406,Good
7.23,1767.0,560.0,42.0,111.0,174.0,57.0,78.0,0.49,0,173.7895424836601,Poor
7.44,1041.0,385.0,20.0,81.0,96.0,23.0,33.0,0.58,0,110.97625272331155,Poor
7.34,1669.0,420.0,50.0,72.0,149.0,81.0,75.0,1.24,0,158.60145243282497,Poor
7.73,1099.0,180.0,20.0,32.0,25.0,3.0,34.0,0.77,1,83.03679496489953,Good
7.44,3160.0,800.0,30.0,176.0,383.0,198.0,73.0,1.06,0,260.3914790607601,Very Poor
7.4,779.0,275.0,74.0,22.0,39.0,12.0,17.0,0.57,0,75.70518034374244,Good
7.7,924.0,340.0,34.0,62.0,18.0,4.0,17.0,0.68,0,92.4863713386589,Good
7.46,1564.0,585.0,40.0,118.0,103.0,66.0,78.0,0.67,0,173.1146695715323,Poor
7.49,1023.0,355.0,80.0,38.0,71.0,68.0,34.0,0.7,0,104.69060760106512,Poor
7.41,799.0,320.0,60.0,41.0,32.0,67.0,23.0,0.99,0,93.15463568143306,Good
7.42,1783.0,495.0,70.0,78.0,284.0,98.0,69.0,0.51,0,163.98598402323893,Poor
7.16,1018.0,475.0,160.0,18.0,64.0,70.0,34.0,0.74,0,115.75117404986685,Poor
7.04,340.0,145.0,28.0,18.0,25.0,21.0,1.0,0.55,1,42.120672960542244,Excellent
7.44,1352.0,385.0,30.0,75.0,131.0,77.0,29.0,0.85,0,122.63880416364078,Poor
7.91,693.0,285.0,62.0,32.0,43.0,48.0,1.0,0.39,0,69.15291696925684,Good
7.4,1177.0,435.0,104.0,43.0,113.0,59.0,121.0,0.12,0,147.8195836359235,Poor
7.69,989.0,325.0,58.0,44.0,89.0,33.0,42.0,0.54,0,101.8755991285403,Poor
7.95,846.0,270.0,42.0,40.0,46.0,49.0,34.0,0.51,0,87.31987412248849,Good
8.09,938.0,190.0,32.0,27.0,21.0,49.0,33.0,1.46,1,89.54887436456063,Good
7.68,992.0,360.0,74.0,43.0,92.0,30.0,64.0,0.31,0,112.07717259743403,Poor
7.54,1016.0,355.0,92.0,30.0,124.0,46.0,49.0,0.16,0,103.63788428951828,Poor
8.03,3200.0,605.0,56.0,113.0,503.0,390.0,71.0,1.23,0,243.5208666182522,Very Poor
8.09,1264.0,225.0,30.0,36.0,85.0,104.0,18.0,0.8,0,92.19208424110384,Good
7.68,1286.0,370.0,82.0,40.0,167.0,52.0,37.0,0.24,0,111.02778988138463,Poor
7.9,618.0,305.0,54.0,41.0,18.0,36.0,31.0,0.38,0,81.58864681675139,Good
8.03,1974.0,470.0,82.0,64.0,220.0,72.0,111.0,0.27,0,175.89905591866375,Poor
7.65,736.0,315.0,58.0,41.0,25.0,29.0,55.0,0.22,0,93.28189300411522,Good
7.6,1230.0,445.0,92.0,52.0,96.0,61.0,72.0,0.53,0,135.88111837327526,Poor
7.63,1204.0,395.0,88.0,43.0,163.0,61.0,39.0,0.68,0,118.81837327523601,Poor
